Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CPTP,Ceramide-1-phosphate transfer protein,41817,121,1.14 [0.76-1.71],0.5306150974240904
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CPVL,Probable serine carboxypeptidase CPVL,50078,150,1.86 [1.29-2.69],0.0009017631868579
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CPXM1,Probable carboxypeptidase X1,49895,151,1.51 [1.24-1.83],4.223483236964514e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CPXM2,Inactive carboxypeptidase-like protein X2,43249,127,3.05 [1.96-4.73],6.657473432014506e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CR1,Complement receptor type 1,43119,131,2.38 [1.88-3.03],1.3095611297553636e-12
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CR2,Complement receptor type 2,49930,149,0.92 [0.67-1.25],0.5888029687787925
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRACR2A,EF-hand calcium-binding domain-containing protein 4B,48578,144,0.73 [0.60-0.89],0.001997308566791
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRADD,Death domain-containing protein CRADD,49269,142,0.88 [0.72-1.07],0.1864377159809835
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CREB3,Cyclic AMP-responsive element-binding protein 3,41724,127,1.03 [0.76-1.40],0.8328579932827875
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CREBZF,CREB/ATF bZIP transcription factor,41724,127,0.83 [0.43-1.63],0.5928789497770538
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CREG1,Protein CREG1,49092,149,4.02 [3.21-5.05],2.054018217001132e-33
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRELD1,Protein disulfide isomerase CRELD1,42307,127,3.34 [2.20-5.08],1.639677579289103e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRELD2,Protein disulfide isomerase CRELD2,49865,152,1.08 [0.82-1.42],0.5661975412724889
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRH,Corticoliberin,48499,144,0.74 [0.62-0.89],0.0011361004061163
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRHBP,Corticotropin-releasing factor-binding protein,49698,150,2.39 [1.43-3.98],0.0008511500215599
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRHR1,Corticotropin-releasing factor receptor 1,48828,141,0.88 [0.67-1.15],0.3419671986639858
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRIM1,Cysteine-rich motor neuron 1 protein,49948,152,13.30 [8.99-19.67],2.0240064481751127e-38
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRIP2,Cysteine-rich protein 2,49354,143,1.18 [0.80-1.74],0.4021516700014262
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRISP2,Cysteine-rich secretory protein 2,50162,151,0.62 [0.50-0.78],2.9022527820540168e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRISP3,Cysteine-rich secretory protein 3,42882,128,0.33 [0.18-0.58],0.0001591390743294
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRKL,Crk-like protein,49781,152,0.93 [0.81-1.06],0.2661074038926817
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRLF1,Cytokine receptor-like factor 1,49948,152,3.38 [1.95-5.89],1.5867983638829482e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRNN,Cornulin,48300,149,1.12 [0.90-1.38],0.3152916976446295
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRTAC1,Cartilage acidic protein 1,50349,150,0.42 [0.27-0.64],5.773648142859736e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRTAM,Cytotoxic and regulatory T-cell molecule,49354,143,1.92 [1.46-2.53],3.847415945757193e-06
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRTAP,Cartilage-associated protein,42069,125,0.90 [0.61-1.33],0.5864768248861649
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRX,Cone-rod homeobox protein,48828,141,1.07 [0.94-1.21],0.3274114323235205
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRYBB1,Beta-crystallin B1,43249,127,0.95 [0.74-1.23],0.7160168385848424
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRYBB2,Beta-crystallin B2,43149,128,1.33 [1.15-1.55],0.0001769532794171
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRYGD,Gamma-crystallin D,43149,128,1.24 [1.05-1.47],0.0136025808068803
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRYM,Ketimine reductase mu-crystallin,41859,122,1.33 [1.13-1.58],0.0008939743501458
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CRYZL1,Quinone oxidoreductase-like protein 1,42091,120,0.93 [0.77-1.13],0.4556531739055318
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSDE1,Cold shock domain-containing protein E1,41817,121,0.97 [0.83-1.14],0.7337489939603972
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSF1,Macrophage colony-stimulating factor 1,49948,152,5.56 [3.63-8.50],2.90288493897786e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSF1R,Macrophage colony-stimulating factor 1 receptor,43282,131,0.70 [0.46-1.06],0.0937684797838195
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSF2,Granulocyte-macrophage colony-stimulating factor,41817,121,1.66 [1.16-2.37],0.0060465343100198
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSF2RA,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,49354,143,1.56 [1.27-1.91],1.853485924331729e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSF2RB,Cytokine receptor common subunit beta,41993,123,1.41 [0.94-2.13],0.0994916563018723
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSF3,Granulocyte colony-stimulating factor,48809,141,1.41 [1.06-1.87],0.0200054169071092
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSF3R,Granulocyte colony-stimulating factor receptor,41993,123,2.02 [1.34-3.04],0.0007207607980599
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSH1,Chorionic somatomammotropin hormone 1,43282,131,1.10 [0.66-1.82],0.7235191911703052
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSNK1D,Casein kinase I isoform delta,41993,123,0.85 [0.63-1.14],0.2736468589743562
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSNK2A1,Casein kinase II subunit alpha,43180,130,0.85 [0.59-1.24],0.4020557013460965
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSPG4,Chondroitin sulfate proteoglycan 4,43246,129,4.44 [2.77-7.12],6.32483757560132e-10
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSPG5,Chondroitin sulfate proteoglycan 5,41859,122,1.35 [1.01-1.79],0.0414732821387986
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSRP3,Cysteine and glycine-rich protein 3,41817,121,1.17 [1.00-1.37],0.0495606019856808
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CST1,Cystatin-SN,37557,110,0.78 [0.65-0.95],0.0126037813754554
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CST3,Cystatin-C,49849,148,2.15 [1.37-3.37],0.0008474798866561
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CST5,Cystatin-D,48801,142,0.89 [0.67-1.17],0.3963046336854011
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CST6,Cystatin-M,48426,142,0.87 [0.64-1.18],0.369187107587366
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CST7,Cystatin-F,49782,152,1.24 [1.10-1.39],0.0003115520305485
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CSTB,Cystatin-B,49049,144,1.66 [1.22-2.27],0.0012836903266844
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTAG1A_CTAG1B,Cancer/testis antigen 1,42382,125,1.30 [0.98-1.73],0.072380012245884
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTBS,Di-N-acetylchitobiase,42650,130,1.16 [0.62-2.19],0.6344082281890946
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTF1,Cardiotrophin-1,48828,141,0.94 [0.78-1.12],0.4703229158303175
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTHRC1,Collagen triple helix repeat-containing protein 1,43246,129,3.96 [2.55-6.15],9.534509457014866e-10
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTLA4,Cytotoxic T-lymphocyte protein 4,43246,129,0.67 [0.37-1.21],0.1871180537977318
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTNNA1,Catenin alpha-1,41859,122,1.40 [0.97-2.00],0.0689809193592267
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTRB1,Chymotrypsinogen B,49760,150,1.33 [1.05-1.68],0.0168899202968275
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTRC,Chymotrypsin-C,49704,149,1.05 [0.84-1.32],0.6376642630327444
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTRL,Chymotrypsin-like protease CTRL-1,43149,128,0.60 [0.48-0.76],1.7005958655172312e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSB,Cathepsin B,49776,149,2.47 [1.98-3.09],1.3256657384448602e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSC,Dipeptidyl peptidase 1,49621,152,2.88 [2.25-3.68],2.9928077969995e-17
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSD,Cathepsin D,46483,141,3.43 [2.96-3.98],9.117439457417585e-60
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSE,Cathepsin E,42307,127,1.64 [1.19-2.24],0.0021157739248268
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSF,Cathepsin F,49895,151,2.88 [2.13-3.90],6.277779234184992e-12
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSH,Pro-cathepsin H,48663,141,1.37 [1.12-1.67],0.0021406426094929
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSL,Cathepsin L1,49731,150,6.43 [4.19-9.86],1.4889808109474586e-17
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSO,Cathepsin O,50281,150,3.12 [2.16-4.51],1.314746053040576e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSS,Cathepsin S,39083,113,2.04 [0.98-4.25],0.0570869007859906
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSV,Cathepsin L2,49995,149,1.64 [1.22-2.19],0.0008946657561594
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CTSZ,Cathepsin Z,49766,149,4.46 [2.99-6.65],2.2006511012773014e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CUZD1,CUB and zona pellucida-like domain-containing protein 1,42069,125,1.37 [0.97-1.93],0.0742460875014809
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CWC15,Spliceosome-associated protein CWC15 homolog,42832,127,1.11 [0.87-1.42],0.4061548419699761
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CX3CL1,Fractalkine,49354,143,1.79 [1.19-2.70],0.0051543924063553
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXADR,Coxsackievirus and adenovirus receptor,49667,147,4.08 [3.48-4.78],1.828031074312656e-67
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL1,Growth-regulated alpha protein,49626,152,1.12 [0.97-1.30],0.1321820246476068
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL10,C-X-C motif chemokine 10,49948,152,1.85 [1.60-2.13],2.268859782506105e-17
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL11,C-X-C motif chemokine 11,50181,152,1.64 [1.47-1.83],1.8766064316686492e-19
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL12,Stromal cell-derived factor 1,48809,141,2.68 [2.00-3.59],4.3129281439243306e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL13,C-X-C motif chemokine 13,50181,152,1.35 [1.15-1.59],0.0002802946256527
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL14,C-X-C motif chemokine 14,48809,141,1.18 [0.96-1.44],0.1141775880460064
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL16,C-X-C motif chemokine 16,50265,150,1.98 [1.10-3.54],0.0221740621925707
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL17,C-X-C motif chemokine 17,50281,150,1.52 [1.18-1.97],0.0014098439293744
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL3,C-X-C motif chemokine 3,49699,152,0.98 [0.84-1.14],0.7506431378870448
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL5,C-X-C motif chemokine 5,49569,150,0.90 [0.80-1.02],0.1144933204298723
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL6,C-X-C motif chemokine 6,50281,150,1.35 [1.13-1.62],0.0011709513628729
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL8,Interleukin-8,49350,149,1.75 [1.59-1.92],1.3527145100102315e-31
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CXCL9,C-X-C motif chemokine 9,49948,152,1.70 [1.45-2.00],1.5128639240442208e-10
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CYB5A,Cytochrome b5,41724,127,1.34 [1.14-1.56],0.0003494342853573
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CYB5R2,NADH-cytochrome b5 reductase 2,42579,125,1.37 [1.04-1.80],0.0250748267151422
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CYP24A1,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",41817,121,1.20 [1.02-1.41],0.0271264136707266
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CYTH3,Cytohesin-3,41724,127,1.12 [0.91-1.39],0.2963661549245568
Chapter XI Diseases of the digestive system,Alcoholic liver disease,CYTL1,Cytokine-like protein 1,43246,129,1.24 [0.63-2.42],0.5343129504643833
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DAAM1,Disheveled-associated activator of morphogenesis 1,42307,127,0.87 [0.70-1.07],0.1756705580846904
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DAB2,Disabled homolog 2,50162,151,0.91 [0.80-1.03],0.1509807143512203
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DAG1,Dystroglycan,49948,152,2.46 [1.84-3.28],9.651806788756702e-10
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DAND5,DAN domain family member 5,41993,123,0.97 [0.71-1.33],0.8635085451873296
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DAPK2,Death-associated protein kinase 2,41993,123,0.86 [0.62-1.20],0.381217173689102
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DAPP1,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,49667,147,0.88 [0.79-0.99],0.0285704450406569
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DARS1,"Aspartate--tRNA ligase, cytoplasmic",49269,142,0.75 [0.61-0.91],0.0042319793386074
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DBH,Dopamine beta-hydroxylase,43202,131,1.11 [0.94-1.31],0.2098688842318413
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DBI,Acyl-CoA-binding protein,49525,148,1.16 [0.96-1.39],0.1232516419371998
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DBN1,Drebrin,41993,123,0.65 [0.44-0.94],0.0238717724294788
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DBNL,Drebrin-like protein,49948,152,0.89 [0.77-1.04],0.1474335947174442
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",49895,151,3.41 [2.49-4.66],1.924280486038872e-14
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCC,Netrin receptor DCC,42069,125,1.46 [0.85-2.52],0.1730807064481359
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCDC2C,Doublecortin domain-containing protein 2C,41724,127,1.16 [0.90-1.49],0.2577239662464819
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCLRE1C,Protein artemis,41724,127,1.16 [0.68-1.96],0.5840002586006405
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCN,Decorin,48828,141,3.06 [1.69-5.52],0.0002088368419587
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCTD,Deoxycytidylate deaminase,42307,127,0.89 [0.75-1.06],0.2043147839952073
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCTN1,Dynactin subunit 1,50162,151,0.76 [0.61-0.95],0.0182368683454211
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCTN2,Dynactin subunit 2,49510,148,0.91 [0.77-1.06],0.2211543898373325
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCTN6,Dynactin subunit 6,48597,148,0.77 [0.61-0.97],0.0247325335145005
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCTPP1,dCTP pyrophosphatase 1,49731,150,2.95 [2.01-4.34],3.546409973217604e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCUN1D1,DCN1-like protein 1,41859,122,1.16 [0.95-1.43],0.1456701019477249
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCUN1D2,DCN1-like protein 2,41724,127,1.02 [0.83-1.27],0.8277438872945218
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DCXR,L-xylulose reductase,49895,151,2.82 [2.29-3.45],3.274308906030002e-23
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDA1,DET1- and DDB1-associated protein 1,41817,121,1.06 [0.70-1.62],0.7697291717876271
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDAH1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",49510,148,2.68 [2.15-3.34],1.6263961900296216e-18
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDC,Aromatic-L-amino-acid decarboxylase,49657,150,3.30 [2.65-4.10],7.627049035141934e-27
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDHD2,Phospholipase DDHD2,43180,130,0.90 [0.70-1.16],0.3997255235824974
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDI2,Protein DDI1 homolog 2,42307,127,0.84 [0.67-1.06],0.1419215795181385
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDR1,Epithelial discoidin domain-containing receptor 1,50181,152,0.38 [0.20-0.70],0.0021433434148499
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDT,D-dopachrome decarboxylase,43246,129,1.82 [1.30-2.54],0.0004482410908256
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDX1,ATP-dependent RNA helicase DDX1,43071,128,1.26 [0.95-1.67],0.1084066558492772
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDX25,ATP-dependent RNA helicase DDX25,42069,125,1.14 [0.74-1.76],0.5379978953590325
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDX39A,ATP-dependent RNA helicase DDX39A,41993,123,1.56 [0.85-2.87],0.151069602191545
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDX4,Probable ATP-dependent RNA helicase DDX4,41993,123,1.11 [0.82-1.49],0.4959667121909764
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDX53,Probable ATP-dependent RNA helicase DDX53,42069,125,0.82 [0.50-1.35],0.4382233453731179
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DDX58,Antiviral innate immune response receptor RIG-I,48578,144,0.85 [0.65-1.12],0.2447035280562329
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DECR1,"2,4-dienoyl-CoA reductase, mitochondrial",49667,147,1.21 [1.04-1.41],0.0126052040036733
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DEFA1_DEFA1B,Neutrophil defensin 1,48725,144,1.07 [0.82-1.39],0.6201516899670676
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DEFB103A_DEFB103B,Beta-defensin 103,41678,122,1.45 [1.06-1.96],0.0182447146580264
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DEFB104A_DEFB104B,Beta-defensin 104,41859,122,0.95 [0.68-1.31],0.7411222750553218
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DEFB116,Beta-defensin 116,41859,122,0.93 [0.72-1.19],0.5503288367869154
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DEFB118,Beta-defensin 118,41859,122,1.22 [0.98-1.53],0.0771731836969497
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DEFB4A_DEFB4B,Beta-defensin 4A,49042,147,1.11 [1.01-1.23],0.0308580049851616
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DENND2B,DENN domain-containing protein 2B,41817,121,1.07 [0.76-1.51],0.7024710321277954
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DENR,Density-regulated protein,41993,123,1.01 [0.75-1.37],0.9261904945257105
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DFFA,DNA fragmentation factor subunit alpha,50281,150,1.11 [0.90-1.37],0.3349622635915176
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DGCR6,Protein DGCR6,41859,122,1.41 [1.05-1.90],0.0238240379715945
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DGKA,Diacylglycerol kinase alpha,41993,123,0.88 [0.64-1.21],0.4264121583650497
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DGKZ,Diacylglycerol kinase zeta,48809,141,1.05 [0.70-1.59],0.8014801715434697
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DHODH,Dihydroorotate dehydrogenase,41817,121,1.37 [1.01-1.86],0.0414525777881844
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DHPS,Deoxyhypusine synthase,43049,127,1.85 [1.47-2.32],1.868897012133893e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DHRS4L2,Dehydrogenase/reductase SDR family member 4-like 2,43149,128,1.21 [0.87-1.68],0.2476480284593563
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DIABLO,"Diablo homolog, mitochondrial",49565,150,0.91 [0.80-1.03],0.1468567327898646
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DIPK1C,Divergent protein kinase domain 1C,42069,125,1.18 [0.81-1.71],0.3840989046131385
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DIPK2B,Divergent protein kinase domain 2B,42307,127,2.96 [2.24-3.92],3.222202826804791e-14
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DKK1,Dickkopf-related protein 1,50181,152,1.19 [0.93-1.50],0.1609884346958227
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DKK3,Dickkopf-related protein 3,50349,150,1.63 [1.01-2.64],0.0468993361410426
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DKK4,Dickkopf-related protein 4,49272,143,1.24 [0.92-1.67],0.1657429319742319
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DKKL1,Dickkopf-like protein 1,49510,148,0.97 [0.81-1.15],0.6982660696676573
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DLG4,Disks large homolog 4,43149,128,0.79 [0.61-1.01],0.065146691277306
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DLGAP5,Disks large-associated protein 5,43180,130,1.19 [0.91-1.56],0.212790449205601
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DLK1,Protein delta homolog 1,50349,150,0.52 [0.41-0.66],1.04940979218858e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DLL1,Delta-like protein 1,49895,151,1.70 [1.09-2.66],0.019265725188196
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DLL4,Delta-like protein 4,42091,120,1.14 [0.99-1.30],0.0615847912313815
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DMD,Dystrophin,42091,120,1.31 [0.98-1.74],0.0694072322663998
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DMP1,Dentin matrix acidic phosphoprotein 1,42091,120,0.98 [0.73-1.31],0.8831813748113213
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJA1,DnaJ homolog subfamily A member 1,41724,127,1.27 [0.95-1.69],0.1027351452414583
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJA2,DnaJ homolog subfamily A member 2,50116,150,0.81 [0.68-0.97],0.0189137758370609
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJA4,DnaJ homolog subfamily A member 4,43149,128,0.83 [0.66-1.06],0.1370205188629555
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJB1,DnaJ homolog subfamily B member 1,49510,148,1.02 [0.86-1.20],0.8343966684586306
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJB14,DnaJ homolog subfamily B member 14,43071,128,1.06 [0.83-1.36],0.6403550814788133
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJB2,DnaJ homolog subfamily B member 2,42307,127,0.73 [0.52-1.01],0.0567101514327754
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJB6,DnaJ homolog subfamily B member 6,41909,127,0.86 [0.70-1.06],0.1526051515310972
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJB8,DnaJ homolog subfamily B member 8,48828,141,1.18 [0.93-1.49],0.1680799906293016
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJC21,DnaJ homolog subfamily C member 21,43149,128,0.67 [0.42-1.09],0.1062983743891976
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJC6,Putative tyrosine-protein phosphatase auxilin,42091,120,0.86 [0.70-1.07],0.174514221211644
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNAJC9,DnaJ homolog subfamily C member 9,43071,128,0.89 [0.71-1.11],0.2994821421472858
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNER,Delta and Notch-like epidermal growth factor-related receptor,49625,149,0.39 [0.23-0.67],0.0007627047521714
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNLZ,DNL-type zinc finger protein,41859,122,1.18 [1.00-1.39],0.0552550820013671
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNM1,Dynamin-1,43071,128,0.87 [0.75-1.00],0.0534055176978364
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNM3,Dynamin-3,43180,130,1.26 [0.97-1.63],0.0844492025202709
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNMBP,Dynamin-binding protein,49354,143,0.85 [0.66-1.10],0.2124288669680524
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNPEP,Aspartyl aminopeptidase,43149,128,2.39 [1.83-3.11],1.1149226874285455e-10
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,49864,152,1.25 [0.95-1.64],0.1139011139236324
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DOC2B,Double C2-like domain-containing protein beta,42069,125,0.91 [0.55-1.49],0.7031472934849239
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DOCK9,Dedicator of cytokinesis protein 9,41859,122,0.98 [0.85-1.15],0.842252316227663
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DOK1,Docking protein 1,43149,128,0.89 [0.79-1.00],0.0563626444064541
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DOK2,Docking protein 2,49731,150,0.98 [0.87-1.10],0.6790451874767426
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DPEP1,Dipeptidase 1,49269,142,1.31 [0.95-1.82],0.1020024082641064
