Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TAX1BP1,Tax1-binding protein 1,43149,128,1.38 [1.08-1.76],0.0109080593429355
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TBC1D17,TBC1 domain family member 17,48597,148,0.97 [0.69-1.34],0.8388777361025603
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TBC1D23,TBC1 domain family member 23,49510,148,0.85 [0.72-1.00],0.050029026439398
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TBC1D5,TBC1 domain family member 5,49667,147,0.78 [0.63-0.95],0.0153197332071172
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TBCA,Tubulin-specific chaperone A,42307,127,0.94 [0.77-1.15],0.5612782050549384
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TBCB,Tubulin-folding cofactor B,49354,143,0.92 [0.80-1.06],0.264818097174043
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TBCC,Tubulin-specific chaperone C,49354,143,0.88 [0.73-1.06],0.1670233620654955
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TBL1X,F-box-like/WD repeat-containing protein TBL1X,48578,144,0.81 [0.68-0.96],0.0141851692406959
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TBR1,T-box brain protein 1,42069,125,0.82 [0.54-1.24],0.3397338362457913
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TCL1A,T-cell leukemia/lymphoma protein 1A,49280,143,0.87 [0.75-1.01],0.0693929747941133
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TCL1B,T-cell leukemia/lymphoma protein 1B,48828,141,1.10 [0.93-1.30],0.2586303113834914
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TCN1,Transcobalamin-1,42402,127,1.70 [1.34-2.15],1.0959864101625476e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TCN2,Transcobalamin-2,50271,150,1.83 [1.21-2.78],0.004161894658893
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TCOF1,Treacle protein,43249,127,2.41 [1.86-3.12],2.5512640728472807e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TCP11,T-complex protein 11 homolog,42463,126,1.24 [1.00-1.54],0.0483812859783902
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TCTN3,Tectonic-3,43249,127,16.05 [10.20-25.23],2.7901085678928216e-33
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TDGF1,Teratocarcinoma-derived growth factor 1,48597,148,1.03 [0.94-1.14],0.5175772003197903
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TDO2,"Tryptophan 2,3-dioxygenase",42069,125,1.93 [1.53-2.44],2.717373738148258e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TDP1,Tyrosyl-DNA phosphodiesterase 1,43049,127,1.02 [0.81-1.29],0.8568135730496448
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TDRKH,Tudor and KH domain-containing protein,48597,148,0.93 [0.77-1.11],0.4169423961254555
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TEF,Thyrotroph embryonic factor,41817,121,1.11 [0.77-1.61],0.5762598816279383
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TEK,Angiopoietin-1 receptor,49895,151,9.45 [5.45-16.37],1.1622870571643065e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TERF1,Telomeric repeat-binding factor 1,41993,123,1.11 [0.62-1.97],0.7245159979576892
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TET2,Methylcytosine dioxygenase TET2,42384,126,1.09 [0.94-1.26],0.253587226285742
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TEX101,Testis-expressed protein 101,42069,125,0.97 [0.72-1.32],0.8576448215070085
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TEX33,Testis-expressed protein 33,42463,126,1.28 [0.94-1.74],0.1222417641536389
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TF,Serotransferrin,43311,131,1.65 [0.76-3.55],0.202444844603571
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TFAP2A,Transcription factor AP-2-alpha,41859,122,1.19 [0.92-1.54],0.1770041467884661
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TFF1,Trefoil factor 1,49519,149,1.42 [1.22-1.65],6.142027372474229e-06
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TFF2,Trefoil factor 2,49865,152,2.44 [2.04-2.93],3.5734929279369084e-22
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TFF3,Trefoil factor 3,49687,147,1.56 [1.23-1.96],0.0001827029910378
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TFPI,Tissue factor pathway inhibitor,49599,149,1.56 [1.06-2.29],0.0247724640666782
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TFPI2,Tissue factor pathway inhibitor 2,49744,151,1.71 [1.48-1.98],4.877047118669283e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TFRC,Transferrin receptor protein 1,49936,149,0.98 [0.67-1.44],0.9159663657829612
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TG,Thyroglobulin,43049,127,0.75 [0.63-0.90],0.0018183202510268
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGFA,Protransforming growth factor alpha,49667,147,1.89 [1.49-2.41],2.2778534701677097e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGFB1,Transforming growth factor beta-1 proprotein,50197,148,3.32 [2.68-4.11],5.845818087062275e-28
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGFB2,Transforming growth factor beta-2 proprotein,43049,127,1.42 [1.08-1.86],0.0110615646200557
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGFBI,Transforming growth factor-beta-induced protein ig-h3,49434,149,12.11 [8.48-17.30],1.0574105686224728e-42
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGFBR1,TGF-beta receptor type-1,41993,123,1.50 [0.75-2.98],0.2496739145126665
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGFBR2,TGF-beta receptor type-2,49895,151,1.72 [1.20-2.47],0.0031518556183683
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGFBR3,Transforming growth factor beta receptor type 3,50349,150,1.29 [0.81-2.06],0.2822960883738146
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGM2,Protein-glutamine gamma-glutamyltransferase 2,49646,150,0.95 [0.78-1.15],0.5917526284804633
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TGOLN2,Trans-Golgi network integral membrane protein 2,43282,131,1.15 [0.61-2.16],0.6572868559343953
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THAP12,52 kDa repressor of the inhibitor of the protein kinase,41648,126,0.94 [0.77-1.16],0.5951283470235629
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THBD,Thrombomodulin,49731,150,1.46 [0.90-2.36],0.1240689401678265
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THBS2,Thrombospondin-2,49760,150,7.64 [6.46-9.04],7.573658302633928e-125
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THBS4,Thrombospondin-4,49766,149,2.36 [1.77-3.14],4.2790993199335606e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THOP1,Thimet oligopeptidase,49494,150,3.13 [2.26-4.34],6.551525338103257e-12
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THPO,Thrombopoietin,48828,141,0.58 [0.39-0.85],0.0057828866217989
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THRAP3,Thyroid hormone receptor-associated protein 3,41817,121,1.17 [1.03-1.32],0.0145412574925698
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THSD1,Thrombospondin type-1 domain-containing protein 1,41672,122,1.31 [0.81-2.12],0.2683957738640327
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THTPA,Thiamine-triphosphatase,42967,125,0.89 [0.73-1.08],0.2420896579620455
Chapter XI Diseases of the digestive system,Alcoholic liver disease,THY1,Thy-1 membrane glycoprotein,50181,152,3.14 [2.00-4.91],6.047827562566743e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIA1,Nucleolysin TIA-1 isoform p40,48273,141,0.97 [0.86-1.10],0.6765225124434879
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIE1,Tyrosine-protein kinase receptor Tie-1,50349,150,3.49 [2.13-5.72],7.033576432664197e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIGAR,"Fructose-2,6-bisphosphatase TIGAR",48512,147,1.45 [1.11-1.90],0.0070152278804495
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,42463,126,1.30 [0.87-1.95],0.2065364821434693
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,49930,149,1.34 [0.97-1.85],0.0738349723156202
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIMM10,Mitochondrial import inner membrane translocase subunit Tim10,43249,127,1.20 [0.81-1.80],0.3651754787263384
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,43149,128,1.00 [0.82-1.22],0.977624290558752
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIMP1,Metalloproteinase inhibitor 1,49190,146,2.96 [2.38-3.70],5.2646833236272685e-22
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIMP2,Metalloproteinase inhibitor 2,43249,127,1.72 [1.27-2.32],0.0004279726220507
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIMP3,Metalloproteinase inhibitor 3,49948,152,1.19 [1.08-1.32],0.0007360574980989
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TIMP4,Metalloproteinase inhibitor 4,49760,150,3.01 [2.31-3.92],3.746503234999833e-16
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TINAGL1,Tubulointerstitial nephritis antigen-like,49576,150,5.49 [3.06-9.83],1.0718024236881692e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TJAP1,Tight junction-associated protein 1,49895,151,0.86 [0.72-1.02],0.0804331137334865
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TJP3,Tight junction protein ZO-3,41859,122,1.21 [0.84-1.75],0.3063657721000866
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TK1,"Thymidine kinase, cytosolic",42463,126,1.28 [0.95-1.73],0.108203550113176
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TLR1,Toll-like receptor 1,41993,123,4.32 [2.90-6.44],5.929537802361879e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TLR2,Toll-like receptor 2,42463,126,1.78 [0.88-3.62],0.1086808690297933
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TLR3,Toll-like receptor 3,50281,150,1.74 [1.35-2.26],2.47502304224746e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TLR4,Toll-like receptor 4,41993,123,1.88 [1.10-3.22],0.0215917733602919
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMCO5A,Transmembrane and coiled-coil domain-containing protein 5A,42069,125,1.03 [0.75-1.42],0.8485298454876322
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMED1,Transmembrane emp24 domain-containing protein 1,42463,126,1.00 [0.73-1.38],0.9771120372482478
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMED10,Transmembrane emp24 domain-containing protein 10,41817,121,0.99 [0.69-1.42],0.9667524775126932
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMED4,Transmembrane emp24 domain-containing protein 4,41817,121,1.11 [0.84-1.46],0.4705491938139775
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMED8,Protein TMED8,43071,128,0.94 [0.80-1.10],0.4515632270801442
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMEM106A,Transmembrane protein 106A,43049,127,0.89 [0.70-1.13],0.3419341406872216
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMEM132A,Transmembrane protein 132A,42091,120,1.61 [1.27-2.04],8.304651433665668e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMEM25,Transmembrane protein 25,43180,130,1.84 [1.55-2.18],2.577745089968305e-12
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMOD4,Tropomodulin-4,41724,127,1.32 [0.89-1.95],0.1699561002425389
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMPRSS11B,Transmembrane protease serine 11B,41859,122,1.14 [0.94-1.39],0.1839841789469298
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMPRSS11D,Transmembrane protease serine 11D,43065,128,1.24 [0.82-1.87],0.3139738574379747
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMPRSS15,Enteropeptidase,49510,148,1.15 [0.98-1.36],0.0906049027079996
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMPRSS5,Transmembrane protease serine 5,49122,143,0.82 [0.56-1.19],0.3013950596474269
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TMSB10,Thymosin beta-10,49760,150,1.20 [1.00-1.45],0.0563441521004489
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNC,Tenascin,49930,149,1.79 [1.35-2.37],5.0544687823365216e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNF,Tumor necrosis factor,48750,141,1.71 [1.39-2.09],2.1894819012453818e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFAIP2,Tumor necrosis factor alpha-induced protein 2,43071,128,1.25 [0.94-1.65],0.120318774964029
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFAIP8,Tumor necrosis factor alpha-induced protein 8,48809,141,0.91 [0.60-1.38],0.645815950814762
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFAIP8L2,Tumor necrosis factor alpha-induced protein 8-like protein 2,42307,127,0.82 [0.63-1.09],0.1708192831738081
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,49354,143,3.48 [2.95-4.10],7.651553567972853e-50
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,49354,143,1.58 [1.40-1.77],1.4746683440432884e-14
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF10C,Tumor necrosis factor receptor superfamily member 10C,49850,149,1.16 [0.86-1.56],0.3367194227786111
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,50281,150,2.30 [1.71-3.11],5.096349548232084e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,49698,150,3.17 [2.47-4.08],2.1898019359747523e-19
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,49895,151,3.96 [3.02-5.20],3.272335827946567e-23
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,49782,150,1.90 [1.43-2.51],8.321704120966669e-06
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF13C,Tumor necrosis factor receptor superfamily member 13C,48809,141,0.88 [0.61-1.25],0.4682142053810495
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,49782,150,2.14 [1.42-3.23],0.0002615495389467
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,42307,127,1.70 [1.13-2.54],0.0105494958080181
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,50162,151,0.62 [0.39-0.98],0.0414820251407841
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,49760,150,3.83 [2.71-5.41],2.4786287627923622e-14
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,49760,150,1.94 [1.65-2.27],3.194841967520557e-16
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,50181,152,3.70 [2.42-5.64],1.42205946081816e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,50197,148,1.64 [1.15-2.33],0.0065610715198236
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,49354,143,2.24 [1.89-2.64],6.420762842688091e-21
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,50181,152,1.50 [1.12-2.00],0.006643092536129
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,49354,143,1.75 [1.33-2.30],6.925914043572073e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TNFSF10,Tumor necrosis factor ligand superfamily member 10,50281,150,0.46 [0.33-0.64],4.329828072725791e-06
