Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SOD2,"Superoxide dismutase [Mn], mitochondrial",51475,728,2.06 [1.81-2.34],2.206922733104353e-28
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SOD3,Extracellular superoxide dismutase,44780,630,0.85 [0.73-0.99],0.0369596971996965
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SORBS1,Sorbin and SH3 domain-containing protein 1,44664,625,1.33 [1.15-1.54],0.0001715594908585
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SORCS2,VPS10 domain-containing receptor SorCS2,50249,720,1.54 [1.29-1.83],1.5129001380298656e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SORD,Sorbitol dehydrogenase,51665,739,1.84 [1.67-2.02],1.0144849105354263e-37
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SORT1,Sortilin,51385,742,1.84 [1.56-2.17],2.812555921517553e-13
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SOST,Sclerostin,51385,742,1.33 [1.13-1.56],0.0007294700229814
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SOWAHA,Ankyrin repeat domain-containing protein SOWAHA,43516,610,1.09 [0.94-1.26],0.2328518628042964
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SOX2,Transcription factor SOX-2,44580,624,0.89 [0.64-1.24],0.496051826447324
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SOX9,Transcription factor SOX-9,43516,610,1.70 [1.28-2.27],0.0002595939746903
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPACA5_SPACA5B,Sperm acrosome-associated protein 5,44664,625,1.02 [0.79-1.32],0.8574075047606535
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPAG1,Sperm-associated antigen 1,44664,625,1.16 [1.03-1.31],0.0120370206862154
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPARC,SPARC,51622,740,1.15 [1.04-1.26],0.0047296384155875
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPARCL1,SPARC-like protein 1,51498,745,0.64 [0.50-0.81],0.0002305907336127
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPART,Spartin,43761,617,1.13 [1.02-1.24],0.017037565178357
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPESP1,Sperm equatorial segment protein 1,44738,627,1.00 [0.78-1.28],0.9986536496156692
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINK1,Serine protease inhibitor Kazal-type 1,51475,728,1.32 [1.16-1.51],4.164963920506496e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINK2,Serine protease inhibitor Kazal-type 2,43761,617,0.97 [0.79-1.19],0.7711606963563289
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINK4,Serine protease inhibitor Kazal-type 4,51387,739,1.20 [1.09-1.31],0.0001964775508246
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINK5,Serine protease inhibitor Kazal-type 5,51475,728,1.10 [0.91-1.33],0.3400130626637078
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINK6,Serine protease inhibitor Kazal-type 6,51901,745,1.22 [1.08-1.38],0.0014202721452845
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINK8,Serine protease inhibitor Kazal-type 8,43272,611,1.04 [0.85-1.28],0.7157427690659421
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINT1,Kunitz-type protease inhibitor 1,51305,723,2.62 [2.20-3.12],8.925017346098006e-27
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINT2,Kunitz-type protease inhibitor 2,51684,744,1.57 [1.35-1.84],1.1962409794163053e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPINT3,Kunitz-type protease inhibitor 3,44550,622,1.00 [0.95-1.05],0.962551421603998
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPOCK1,Testican-1,51062,728,1.23 [0.96-1.57],0.1038416038605637
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPON1,Spondin-1,51515,742,1.71 [1.44-2.04],8.783786238959541e-10
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPON2,Spondin-2,51215,742,2.06 [1.73-2.46],6.85285195723163e-16
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPP1,Osteopontin,52014,749,1.27 [1.11-1.46],0.0005899301617717
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPRED2,"Sprouty-related, EVH1 domain-containing protein 2",43445,603,0.89 [0.73-1.07],0.209713222968552
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPRING1,SREBP regulating gene protein,43142,599,0.95 [0.83-1.10],0.5029078042655346
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPRR1B,Cornifin-B,43926,615,0.98 [0.90-1.08],0.7169862681531853
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPRR3,Small proline-rich protein 3,44635,623,1.04 [0.93-1.16],0.4645756838948969
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPRY2,Protein sprouty homolog 2,50494,726,1.04 [0.97-1.12],0.2767679265891763
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPTBN2,"Spectrin beta chain, non-erythrocytic 2",43301,603,1.16 [0.92-1.47],0.1997670301691455
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SPTLC1,Serine palmitoyltransferase 1,44635,623,1.23 [1.04-1.47],0.0168903027734261
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SRC,Proto-oncogene tyrosine-protein kinase Src,51538,739,1.05 [1.00-1.11],0.0603688242764502
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SRP14,Signal recognition particle 14 kDa protein,51227,734,1.22 [1.10-1.35],0.0001627594636172
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SRPK2,SRSF protein kinase 2,51387,739,1.11 [1.04-1.20],0.0037438947188965
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SRPX,Sushi repeat-containing protein SRPX,44738,627,1.66 [1.34-2.05],3.390863793852072e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SSB,Lupus La protein,50258,704,1.07 [0.97-1.19],0.1835454433407021
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",43445,603,1.19 [0.97-1.45],0.0892568926431724
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,51385,742,1.12 [1.06-1.18],1.3561992131358882e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,51667,747,2.03 [1.75-2.35],5.6958867844818624e-21
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SSH3,Protein phosphatase Slingshot homolog 3,43142,599,0.96 [0.74-1.26],0.7706885765653453
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SSNA1,Sjoegren syndrome nuclear autoantigen 1,44550,622,1.22 [1.06-1.40],0.005797337484821
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ST13,Hsc70-interacting protein,43761,617,1.05 [0.91-1.20],0.5068380827792668
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",51227,734,0.95 [0.81-1.11],0.4953903733054408
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",52096,750,1.94 [1.61-2.34],2.2748397305009242e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ST8SIA1,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",43445,603,1.20 [1.05-1.38],0.0095655975076483
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STAB2,Stabilin-2,44744,629,2.33 [1.82-3.00],3.39175098665302e-11
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STAM,Signal transducing adapter molecule 1,44533,623,1.07 [0.88-1.31],0.4989319983282793
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STAMBP,STAM-binding protein,50977,728,1.08 [0.97-1.19],0.1528266956060162
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STAT2,Signal transducer and activator of transcription 2,43445,603,1.14 [1.03-1.26],0.0096810950033791
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STAT5B,Signal transducer and activator of transcription 5B,51227,734,1.06 [1.01-1.11],0.0257321866979299
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STAU1,Double-stranded RNA-binding protein Staufen homolog 1,43142,599,1.03 [0.91-1.15],0.676431967739755
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STC1,Stanniocalcin-1,51915,741,1.64 [1.44-1.87],1.736317456366496e-13
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STC2,Stanniocalcin-2,51404,723,1.50 [1.15-1.95],0.0025531294790749
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STEAP4,Metalloreductase STEAP4,43301,603,0.94 [0.84-1.05],0.2875015744898689
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STIP1,Stress-induced-phosphoprotein 1,51390,725,1.07 [0.97-1.18],0.1883192583170912
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STK11,Serine/threonine-protein kinase STK11,50517,724,1.14 [1.04-1.24],0.004144675038967
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STK24,Serine/threonine-protein kinase 24,50258,704,1.07 [0.96-1.19],0.2124330701263108
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STK4,Serine/threonine-protein kinase 4,51461,742,1.09 [1.01-1.17],0.0281549562059909
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STOML2,"Stomatin-like protein 2, mitochondrial",43142,599,0.95 [0.87-1.04],0.2837179592856633
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STX16,Syntaxin-16,50249,720,1.01 [0.90-1.14],0.8177686676892729
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STX1B,Syntaxin-1B,43516,610,0.97 [0.80-1.18],0.791477335278257
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STX3,Syntaxin-3,44635,623,1.20 [1.00-1.43],0.0493796432272575
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STX4,Syntaxin-4,51227,734,1.14 [1.03-1.26],0.0085100177280931
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STX5,Syntaxin-5,43445,603,0.99 [0.82-1.20],0.9412859179372888
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STX6,Syntaxin-6,50249,720,1.03 [0.93-1.14],0.5924647750401424
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STX7,Syntaxin-7,43445,603,1.18 [1.00-1.38],0.0459099133078231
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STX8,Syntaxin-8,51387,739,1.31 [1.16-1.49],1.6804153023044872e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STXBP1,Syntaxin-binding protein 1,44664,625,1.09 [0.99-1.20],0.0868296115939935
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,STXBP3,Syntaxin-binding protein 3,50249,720,1.01 [0.87-1.18],0.8552708520212051
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUGP1,SURP and G-patch domain-containing protein 1,44550,622,1.14 [0.96-1.37],0.1435752169002562
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUGT1,Protein SGT1 homolog,50249,720,1.09 [1.01-1.19],0.0345090226798902
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SULT1A1,Sulfotransferase 1A1,51915,741,1.03 [0.98-1.08],0.2381055180292459
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SULT2A1,Bile salt sulfotransferase,51387,739,1.70 [1.58-1.82],1.087599707961029e-48
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUMF1,Formylglycine-generating enzyme,43445,603,0.97 [0.86-1.10],0.6537369251952776
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2,51915,741,1.39 [1.22-1.58],4.2206470971433453e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUOX,"Sulfite oxidase, mitochondrial",44664,625,1.76 [1.60-1.93],2.3692919433814327e-32
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUSD1,Sushi domain-containing protein 1,50517,724,1.09 [0.95-1.25],0.2445178018817698
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUSD2,Sushi domain-containing protein 2,51475,728,1.36 [1.10-1.68],0.003911018175414
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUSD4,Sushi domain-containing protein 4,44533,623,1.26 [1.07-1.48],0.0056985145367484
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SUSD5,Sushi domain-containing protein 5,43519,612,0.69 [0.55-0.86],0.0009317492130968
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SV2A,Synaptic vesicle glycoprotein 2A,43516,610,1.14 [1.02-1.28],0.0257520559097156
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SWAP70,Switch-associated protein 70,44550,622,1.40 [1.16-1.68],0.0003234606091204
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SYAP1,Synapse-associated protein 1,43761,617,1.23 [1.08-1.39],0.0016881101514043
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SYNGAP1,Ras/Rap GTPase-activating protein SynGAP,43301,603,0.99 [0.86-1.13],0.88729834550506
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SYT1,Synaptotagmin-1,44635,623,0.98 [0.80-1.20],0.8493490571694852
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SYTL4,Synaptotagmin-like protein 4,44738,627,1.09 [0.99-1.21],0.0821330024887654
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TAB2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,43926,615,1.04 [0.97-1.12],0.3106785305771977
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TACC3,Transforming acidic coiled-coil-containing protein 3,51227,734,1.06 [1.00-1.12],0.0417793238607405
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TACSTD2,Tumor-associated calcium signal transducer 2,45598,659,1.22 [0.97-1.55],0.0901853552217198
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TADA3,Transcriptional adapter 3,44533,623,1.14 [0.95-1.38],0.1670031799912364
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TAFA5,Chemokine-like protein TAFA-5,51227,734,1.20 [1.01-1.43],0.0425388613263973
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TAGLN3,Transgelin-3,43142,599,1.03 [0.91-1.17],0.6182417338784356
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TALDO1,Transaldolase,44577,625,1.39 [1.18-1.62],4.9998775247343566e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TANK,TRAF family member-associated NF-kappa-B activator,50494,726,1.14 [1.04-1.25],0.0069767740236733
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TAP1,Antigen peptide transporter 1,43926,615,1.01 [0.89-1.15],0.8402679943052541
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TARBP2,RISC-loading complex subunit TARBP2,50258,704,1.14 [1.04-1.24],0.0029241039664076
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TARM1,"T-cell-interacting, activating receptor on myeloid cells protein 1",43516,610,0.98 [0.89-1.09],0.730361197629613
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TARS1,"Threonine--tRNA ligase 1, cytoplasmic",44533,623,1.17 [0.96-1.43],0.1216047637085613
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TAX1BP1,Tax1-binding protein 1,44635,623,1.23 [1.10-1.38],0.0002814552180609
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TBC1D17,TBC1 domain family member 17,50258,704,0.93 [0.80-1.08],0.3610068081563721
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TBC1D23,TBC1 domain family member 23,51227,734,1.05 [0.97-1.13],0.2073935653388416
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TBC1D5,TBC1 domain family member 5,51387,739,1.06 [0.98-1.15],0.1440681088253848
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TBCA,Tubulin-specific chaperone A,43761,617,1.07 [0.98-1.17],0.1186162832107907
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,TBCB,Tubulin-folding cofactor B,51062,728,1.08 [1.01-1.16],0.0221526213067151
