Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LILRA3,Leukocyte immunoglobulin-like receptor subfamily A member 3,44744,629,1.05 [0.99-1.12],0.1169072385559232
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LILRA4,Leukocyte immunoglobulin-like receptor subfamily A member 4,43272,611,1.13 [0.98-1.30],0.0909158707784868
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,51385,742,1.62 [1.33-1.98],2.2325415111994667e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LILRA6,Leukocyte immunoglobulin-like receptor subfamily A member 6,44738,627,1.14 [1.03-1.27],0.0110765029102832
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LILRB1,Leukocyte immunoglobulin-like receptor subfamily B member 1,52096,750,2.16 [1.72-2.72],6.42396658274215e-11
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LILRB2,Leukocyte immunoglobulin-like receptor subfamily B member 2,51844,748,1.83 [1.51-2.22],1.1989297811907755e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,50494,726,1.65 [1.43-1.90],3.526960769882759e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LILRB5,Leukocyte immunoglobulin-like receptor subfamily B member 5,52096,750,1.06 [0.97-1.17],0.2101853588405879
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LIPF,Gastric triacylglycerol lipase,43550,617,1.17 [1.04-1.32],0.0091166739170127
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LMNB1,Lamin-B1,44466,619,1.03 [0.92-1.16],0.607279333197153
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LMNB2,Lamin-B2,44635,623,2.29 [1.85-2.84],4.1683820336772753e-14
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LMOD1,Leiomodin-1,44664,625,1.10 [0.90-1.34],0.3699475910014639
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LMOD2,Leiomodin-2,43301,603,1.01 [0.89-1.15],0.8759627894316852
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LONP1,"Lon protease homolog, mitochondrial",43550,617,1.20 [1.10-1.31],2.650885795428944e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LPA,Apolipoprotein(a),43745,610,0.98 [0.94-1.02],0.3169703739486033
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LPCAT2,Lysophosphatidylcholine acyltransferase 2,51227,734,1.13 [0.99-1.28],0.0623149714898534
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LPL,Lipoprotein lipase,51461,742,0.62 [0.55-0.70],6.378288513621705e-16
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LPO,Lactoperoxidase,49760,712,1.19 [1.07-1.33],0.0011157940858117
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LPP,Lipoma-preferred partner,43272,611,1.06 [0.95-1.20],0.297612259593884
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4,43272,611,1.18 [1.06-1.32],0.0023051434389745
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRFN2,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,43516,610,0.86 [0.71-1.03],0.1027295987671736
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRG1,Leucine-rich alpha-2-glycoprotein,44808,628,0.93 [0.69-1.24],0.6041104171499441
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,51750,742,1.01 [0.84-1.22],0.8753759426470252
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,43292,601,1.20 [0.93-1.55],0.169747820524327
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRP1,Prolow-density lipoprotein receptor-related protein 1,51227,734,1.18 [0.93-1.49],0.180334201997254
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRP11,Low-density lipoprotein receptor-related protein 11,51461,742,1.54 [1.30-1.83],7.534579354112332e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRP2,Low-density lipoprotein receptor-related protein 2,43516,610,1.06 [0.86-1.30],0.5811915173839572
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRP2BP,LRP2-binding protein,43516,610,1.03 [0.94-1.13],0.5149877755403351
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRPAP1,Alpha-2-macroglobulin receptor-associated protein,51915,741,1.14 [1.03-1.26],0.0146540776582765
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRRC25,Leucine-rich repeat-containing protein 25,51227,734,1.73 [1.51-1.98],9.885475816006058e-16
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRRC37A2,Leucine-rich repeat-containing protein 37A2,44550,622,1.25 [1.05-1.49],0.0131051742359762
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRRC38,Leucine-rich repeat-containing protein 38,43516,610,1.10 [0.94-1.28],0.2467474449944
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRRC59,Leucine-rich repeat-containing protein 59,44738,627,1.09 [0.94-1.27],0.2644087121516598
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1,44533,623,1.12 [0.96-1.30],0.1533319447418748
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRRN1,Leucine-rich repeat neuronal protein 1,50494,726,0.81 [0.68-0.95],0.0108460951033267
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRTM1,Leucine-rich repeat and transmembrane domain-containing protein 1,43516,610,1.05 [0.87-1.26],0.6337747835987373
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2,44664,625,0.87 [0.65-1.17],0.3640967271159305
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LSM1,U6 snRNA-associated Sm-like protein LSm1,50249,720,0.92 [0.81-1.04],0.1703519925958423
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LSM8,U6 snRNA-associated Sm-like protein LSm8,43926,615,0.96 [0.88-1.06],0.4371007700622016
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LSP1,Lymphocyte-specific protein 1,51387,739,1.25 [1.06-1.46],0.0059988343525964
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LTA,Lymphotoxin-alpha,51387,739,1.26 [1.07-1.47],0.0045749857746555
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LTA4H,Leukotriene A-4 hydrolase,51901,745,1.00 [0.90-1.12],0.9683401065187436
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LTB,Lymphotoxin-beta,44533,623,1.26 [1.05-1.50],0.014206984929131
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LTBP2,Latent-transforming growth factor beta-binding protein 2,52096,750,1.52 [1.25-1.85],3.321990051046364e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LTBP3,Latent-transforming growth factor beta-binding protein 3,50249,720,1.39 [1.26-1.53],8.78289627691124e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LTBR,Tumor necrosis factor receptor superfamily member 3,51177,740,1.79 [1.45-2.20],3.229204181196062e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LTO1,Protein LTO1 homolog,50494,726,0.97 [0.83-1.14],0.7474414000487901
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LUZP2,Leucine zipper protein 2,44533,623,1.02 [0.87-1.21],0.7789484196113303
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LXN,Latexin,50822,725,0.88 [0.79-0.97],0.0108100087883813
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LY6D,Lymphocyte antigen 6D,51179,738,1.14 [0.97-1.34],0.1141358380281377
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LY75,Lymphocyte antigen 75,51387,739,1.24 [1.05-1.47],0.0134243333877082
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LY9,T-lymphocyte surface antigen Ly-9,50863,722,1.92 [1.55-2.37],2.3901116582464744e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LY96,Lymphocyte antigen 96,51062,728,1.57 [1.34-1.85],5.419245012957549e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYAR,Cell growth-regulating nucleolar protein,50249,720,0.98 [0.87-1.11],0.775633901424357
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYN,Tyrosine-protein kinase Lyn,51227,734,1.10 [1.02-1.19],0.0143387858040644
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYPD1,Ly6/PLAUR domain-containing protein 1,50258,704,1.04 [0.94-1.15],0.4073476457454766
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYPD3,Ly6/PLAUR domain-containing protein 3,51214,739,1.24 [1.03-1.49],0.0256574658427038
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYPD8,Ly6/PLAUR domain-containing protein 8,50249,720,1.16 [1.03-1.30],0.0162244127718589
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYPLA2,Acyl-protein thioesterase 2,43301,603,1.01 [0.94-1.09],0.7001594214059783
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYSMD3,LysM and putative peptidoglycan-binding domain-containing protein 3,43516,610,1.03 [0.96-1.11],0.3818256278200049
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYVE1,Lymphatic vessel endothelial hyaluronic acid receptor 1,44808,628,1.61 [1.10-2.36],0.014939046777243
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LYZL2,Lysozyme-like protein 2,43142,599,0.95 [0.76-1.18],0.6439116063171179
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,LZTFL1,Leucine zipper transcription factor-like protein 1,43761,617,1.14 [1.02-1.26],0.018722979800983
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,M6PR,Cation-dependent mannose-6-phosphate receptor,43550,617,1.17 [0.98-1.40],0.0734977122954188
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,50894,728,1.39 [1.27-1.52],4.5112269573366134e-13
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAEA,E3 ubiquitin-protein transferase MAEA,50249,720,0.89 [0.75-1.06],0.1879571331245855
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAG,Myelin-associated glycoprotein,43516,610,0.99 [0.84-1.17],0.9274214170086644
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAGEA3,Melanoma-associated antigen 3,43926,615,1.02 [0.93-1.12],0.6925807581217978
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAGED1,Melanoma-associated antigen D1,50249,720,1.11 [0.97-1.27],0.1119474828867055
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAMDC2,MAM domain-containing protein 2,44738,627,1.34 [1.09-1.66],0.0066054965021959
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAMDC4,Apical endosomal glycoprotein,44533,623,1.54 [1.36-1.74],5.50757314588136e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAN1A2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",43550,617,2.11 [1.56-2.84],9.804864836229323e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAN2B2,Epididymis-specific alpha-mannosidase,44738,627,1.92 [1.69-2.19],5.0539859146155954e-23
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MANEAL,"Glycoprotein endo-alpha-1,2-mannosidase-like protein",43142,599,1.08 [0.93-1.25],0.3253183027674391
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MANF,Mesencephalic astrocyte-derived neurotrophic factor,51684,744,1.10 [1.04-1.16],0.0011534182375581
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MANSC1,MANSC domain-containing protein 1,51622,740,0.99 [0.79-1.25],0.9551425056966802
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MANSC4,MANSC domain-containing protein 4,43272,611,1.03 [0.92-1.16],0.6098533395015491
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAP1LC3A,Microtubule-associated proteins 1A/1B light chain 3A,43301,603,1.06 [0.83-1.36],0.6500515470912309
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,43272,611,1.03 [0.92-1.16],0.602130361990211
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAP2,Microtubule-associated protein 2,44635,623,1.34 [1.16-1.55],0.0001004540205404
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,44550,622,1.12 [0.99-1.26],0.0650683446736096
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAP2K6,Dual specificity mitogen-activated protein kinase kinase 6,51387,739,1.06 [1.00-1.13],0.0688525741274031
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAP3K5,Mitogen-activated protein kinase kinase kinase 5,50249,720,1.02 [0.95-1.09],0.6041598238854788
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,50977,728,1.08 [1.02-1.14],0.0131117498585224
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAPK13,Mitogen-activated protein kinase 13,43142,599,1.10 [0.93-1.30],0.2578350400576301
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAPK9,Mitogen-activated protein kinase 9,51387,739,1.28 [1.10-1.49],0.0011127080517403
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAPKAPK2,MAP kinase-activated protein kinase 2,43926,615,1.10 [0.99-1.22],0.0706231811442942
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAPRE3,Microtubule-associated protein RP/EB family member 3,43142,599,0.97 [0.92-1.03],0.3850450399052857
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAPT,Microtubule-associated protein tau,50258,704,1.08 [0.95-1.23],0.2487019460832048
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MARCO,Macrophage receptor MARCO,51461,742,2.60 [2.04-3.33],2.1512943934913843e-14
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MARS1,"Methionine--tRNA ligase, cytoplasmic",43681,617,1.17 [1.07-1.28],0.0007078417701923
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MASP1,Mannan-binding lectin serine protease 1,50977,728,2.20 [1.67-2.91],2.364457033617412e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MATN2,Matrilin-2,51515,742,1.59 [1.28-1.96],1.919993101596236e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MATN3,Matrilin-3,50977,726,0.84 [0.68-1.02],0.0853590598170862
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAVS,Mitochondrial antiviral-signaling protein,50249,720,1.09 [1.02-1.17],0.0175907319531824
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MAX,Protein max,50258,704,1.08 [1.02-1.16],0.0120491018897382
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MB,Myoglobin,52096,750,1.09 [0.97-1.22],0.1610791180523647
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MBL2,Mannose-binding protein C,44166,614,1.06 [0.98-1.13],0.1304880044240183
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MCAM,Cell surface glycoprotein MUC18,51667,747,0.76 [0.63-0.92],0.004549642886466
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MCEE,"Methylmalonyl-CoA epimerase, mitochondrial",44664,625,0.99 [0.82-1.18],0.8813460512269852
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MCEMP1,Mast cell-expressed membrane protein 1,43445,603,1.02 [0.93-1.11],0.6785666480193534
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MCFD2,Multiple coagulation factor deficiency protein 2,51221,733,1.32 [1.14-1.52],0.0001689853126742
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MCTS1,Malignant T-cell-amplified sequence 1,44550,622,1.01 [0.76-1.35],0.9272759877906084
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,51062,728,1.10 [1.01-1.21],0.0339205602828483
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MDH1,"Malate dehydrogenase, cytoplasmic",44530,627,1.21 [1.01-1.45],0.0353465997594007
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MDK,Midkine,51466,739,1.26 [1.13-1.41],4.22174821104516e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MDM1,Nuclear protein MDM1,43516,610,1.14 [0.89-1.45],0.3040717495464536
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MECR,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",43550,617,1.14 [1.05-1.24],0.0018521226173994
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MED18,Mediator of RNA polymerase II transcription subunit 18,50249,720,1.11 [1.01-1.21],0.022479135046303
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MED21,Mediator of RNA polymerase II transcription subunit 21,43272,611,1.03 [0.88-1.20],0.7286841983319727
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MEGF10,Multiple epidermal growth factor-like domains protein 10,51430,741,0.93 [0.79-1.09],0.3575006845228492
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MEGF11,Multiple epidermal growth factor-like domains protein 11,43272,611,1.03 [0.81-1.30],0.8307484917339315
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MEGF9,Multiple epidermal growth factor-like domains protein 9,51926,749,2.44 [1.95-3.06],1.0684627740232611e-14
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MELTF,Melanotransferrin,44738,627,1.02 [0.79-1.31],0.8916554240922591
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MENT,Protein MENT,43761,617,0.35 [0.26-0.45],8.400095213901414e-15
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MEP1A,Meprin A subunit alpha,44550,622,1.18 [1.06-1.30],0.0015072358255791
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MEP1B,Meprin A subunit beta,51461,742,0.95 [0.90-1.00],0.0615556554318525
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MEPE,Matrix extracellular phosphoglycoprotein,51430,741,0.99 [0.77-1.27],0.9223650285844696
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MERTK,Tyrosine-protein kinase Mer,52026,747,1.76 [1.38-2.25],6.274625607840538e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MESD,LRP chaperone MESD,51475,728,1.06 [1.01-1.12],0.0223017667657635
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MET,Hepatocyte growth factor receptor,51597,742,0.38 [0.27-0.52],2.626850384060866e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,METAP1,Methionine aminopeptidase 1,50258,704,1.01 [0.81-1.27],0.903123055312578
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,METAP1D,"Methionine aminopeptidase 1D, mitochondrial",51387,739,1.17 [1.08-1.26],7.371580107084785e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,METAP2,Methionine aminopeptidase 2,51824,745,1.27 [1.13-1.43],6.037373070151264e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MFAP3,Microfibril-associated glycoprotein 3,50517,724,1.14 [1.01-1.29],0.0391452135546674
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MFAP3L,Microfibrillar-associated protein 3-like,43516,610,0.97 [0.86-1.09],0.602565113345018
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MFAP4,Microfibril-associated glycoprotein 4,43761,617,2.58 [2.06-3.24],3.070584781828675e-16
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MFAP5,Microfibrillar-associated protein 5,52096,750,1.09 [0.93-1.28],0.2653313961712941
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MFGE8,Lactadherin,51475,728,1.81 [1.59-2.06],9.012146104362144e-20
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MGLL,Monoglyceride lipase,51600,744,1.13 [1.05-1.22],0.0019744711018582
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MGMT,Methylated-DNA--protein-cysteine methyltransferase,51387,739,1.07 [1.02-1.13],0.0122625849005084
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MIA,Melanoma-derived growth regulatory protein,51622,740,0.91 [0.77-1.09],0.3214279825808771
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MICALL2,MICAL-like protein 2,43516,610,1.09 [0.97-1.21],0.1363601649719539
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MICB_MICA,MHC class I polypeptide-related sequence A_MHC class I polypeptide-related sequence B,51387,739,1.07 [1.02-1.13],0.0036693788937582
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MIF,Macrophage migration inhibitory factor,51390,725,1.14 [1.03-1.25],0.0110267483526994
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MILR1,Allergin-1,50494,726,1.37 [1.21-1.55],4.552059431775536e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MINDY1,Ubiquitin carboxyl-terminal hydrolase MINDY-1,44533,623,1.04 [0.97-1.11],0.327654423318127
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MINK1,Misshapen-like kinase 1,44635,623,1.08 [1.00-1.18],0.0569800839253024
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MITD1,MIT domain-containing protein 1,51062,728,1.09 [1.02-1.17],0.0126458517871946
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MKI67,Proliferation marker protein Ki-67,43445,603,1.07 [0.89-1.28],0.484836504671464
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MLLT1,Protein ENL,43142,599,0.94 [0.83-1.05],0.2733701904801096
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MLN,Promotilin,51387,739,1.12 [1.04-1.20],0.002969361171395
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MME,Neprilysin,51227,734,1.74 [1.62-1.87],1.045880583594069e-53
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP1,Interstitial collagenase,49596,719,1.08 [1.00-1.16],0.0507576345283914
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP10,Stromelysin-2,51346,738,1.08 [0.97-1.21],0.1449841212975225
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP12,Macrophage metalloelastase,51505,736,1.32 [1.17-1.48],4.3214507938284784e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP13,Collagenase 3,50258,704,0.96 [0.78-1.19],0.7243710463574378
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP15,Matrix metalloproteinase-15,44738,627,1.03 [0.89-1.20],0.7005042397183616
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP3,Stromelysin-1,51475,728,1.01 [0.89-1.16],0.8440199791897954
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP7,Matrilysin,50438,724,1.84 [1.60-2.11],6.04974642677176e-18
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP8,Neutrophil collagenase,51831,741,1.20 [1.10-1.30],2.584842027363927e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMP9,Matrix metalloproteinase-9,51391,726,1.23 [1.10-1.36],0.0001971463404687
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MMUT,"Methylmalonyl-CoA mutase, mitochondrial",43272,611,1.15 [0.99-1.33],0.0585731370867786
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MN1,Transcriptional activator MN1,43516,610,0.97 [0.85-1.11],0.6549240526886904
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MNAT1,CDK-activating kinase assembly factor MAT1,43926,615,1.04 [0.87-1.23],0.6912263349871045
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MNDA,Myeloid cell nuclear differentiation antigen,51383,741,1.05 [0.98-1.11],0.1557132429554165
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MOCS2,Molybdopterin synthase catalytic subunit,43761,617,1.33 [1.19-1.48],4.534508786154277e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MOG,Myelin-oligodendrocyte glycoprotein,51901,745,1.10 [0.91-1.33],0.3391516442962041
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MORC3,MORC family CW-type zinc finger protein 3,44635,623,0.97 [0.73-1.28],0.8166286557210428
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MORF4L1,Mortality factor 4-like protein 1,43926,615,1.04 [0.86-1.25],0.6707229957406629
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MORF4L2,Mortality factor 4-like protein 2,43142,599,0.82 [0.65-1.04],0.0986892680768577
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MORN4,MORN repeat-containing protein 4,43142,599,0.98 [0.89-1.09],0.7500612620156354
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MPHOSPH8,M-phase phosphoprotein 8,50517,724,1.09 [1.00-1.18],0.0511428440740081
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MPI,Mannose-6-phosphate isomerase,51227,734,1.12 [1.04-1.21],0.0026081144203375
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MPIG6B,Megakaryocyte and platelet inhibitory receptor G6b,51600,744,1.13 [1.03-1.23],0.0098804767330681
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MPO,Myeloperoxidase,51475,728,1.36 [1.19-1.54],2.348674887022529e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MPRIP,Myosin phosphatase Rho-interacting protein,44449,620,1.00 [0.84-1.18],0.9598849090954428
